d,CA,TX,WI,date,CA_rolling_28,TX_rolling_28,WI_rolling_28
d_666,12264,8855,8897,2012-11-24,13408.607142857143,9507.642857142857,9833.92857142857
d_667,13768,9632,9332,2012-11-25,13312.57142857143,9462.0,9816.607142857143
d_668,11563,7772,7141,2012-11-26,13296.464285714286,9448.142857142857,9807.107142857143
d_669,10421,6837,7231,2012-11-27,13222.25,9404.25,9796.964285714286
d_670,9809,6743,6993,2012-11-28,13216.0,9369.92857142857,9786.464285714286
d_671,9939,6753,7176,2012-11-29,13122.75,9284.5,9708.607142857143
d_672,11540,8821,10028,2012-11-30,13025.75,9268.107142857143,9638.964285714286
d_673,18180,12408,11908,2012-12-01,13024.92857142857,9289.642857142857,9526.0
d_674,15828,12044,13068,2012-12-02,12926.035714285714,9287.964285714286,9569.25
d_675,14358,10063,10916,2012-12-03,12959.42857142857,9309.17857142857,9596.07142857143
d_676,12172,7581,9066,2012-12-04,12962.785714285714,9270.892857142857,9570.464285714286
d_677,11539,9079,10566,2012-12-05,12937.25,9270.857142857143,9649.642857142857
d_678,12123,8908,10093,2012-12-06,12932.57142857143,9290.642857142857,9647.642857142857
d_679,13740,9950,9904,2012-12-07,12922.57142857143,9288.464285714286,9583.82142857143
d_680,16734,11639,13200,2012-12-08,12872.785714285714,9294.607142857143,9580.642857142857
d_681,17164,12532,12830,2012-12-09,12872.57142857143,9287.07142857143,9553.0
d_682,14030,8088,8971,2012-12-10,12898.285714285714,9238.964285714286,9499.535714285714
d_683,12154,8368,9776,2012-12-11,12933.535714285714,9234.0,9540.32142857143
d_684,11147,8821,10048,2012-12-12,12960.357142857143,9272.0,9553.392857142857
d_685,11481,8892,8298,2012-12-13,12979.32142857143,9275.0,9494.214285714286
d_686,12586,9219,11097,2012-12-14,12964.67857142857,9294.214285714286,9535.57142857143
d_687,16288,12347,13755,2012-12-15,12949.92857142857,9331.714285714286,9582.42857142857
d_688,16738,11821,11494,2012-12-16,12965.0,9363.892857142857,9623.642857142857
d_689,12454,9757,8814,2012-12-17,12952.964285714286,9397.964285714286,9662.142857142857
d_690,12715,9215,8324,2012-12-18,12943.5,9402.892857142857,9665.964285714286
d_691,11471,9340,10971,2012-12-19,12854.464285714286,9312.785714285714,9722.75
d_692,12640,9571,8661,2012-12-20,13020.107142857143,9359.642857142857,9830.357142857143
d_693,13684,9543,9621,2012-12-21,13161.785714285714,9449.964285714286,9934.964285714286
d_694,16669,11111,12235,2012-12-22,13319.107142857143,9530.535714285714,10054.17857142857
d_695,15476,11884,11627,2012-12-23,13380.107142857143,9610.964285714286,10136.142857142857
d_696,13360,10404,8859,2012-12-24,13444.285714285714,9704.964285714286,10197.5
d_697,6,2,3,2012-12-25,13072.32142857143,9460.857142857143,9939.357142857143
d_698,12072,10020,7609,2012-12-26,13153.142857142857,9577.892857142857,9961.357142857143
d_699,12289,8507,8290,2012-12-27,13237.07142857143,9640.535714285714,10001.142857142857
d_700,12801,9991,9555,2012-12-28,13282.107142857143,9682.32142857143,9984.25
d_701,15204,10819,11131,2012-12-29,13175.82142857143,9625.57142857143,9956.5
d_702,15023,10801,9875,2012-12-30,13147.07142857143,9581.17857142857,9842.464285714286
d_703,13715,10576,10745,2012-12-31,13124.107142857143,9599.5,9836.357142857143
d_704,9640,8334,6113,2013-01-01,13033.67857142857,9626.392857142857,9730.892857142857
d_705,13252,8387,10545,2013-01-02,13094.857142857143,9601.67857142857,9730.142857142857
d_706,14202,10069,11970,2013-01-03,13169.107142857143,9643.142857142857,9797.17857142857
d_707,14526,8861,10355,2013-01-04,13197.17857142857,9604.25,9813.285714285714
d_708,17101,11310,14876,2013-01-05,13210.285714285714,9592.5,9873.142857142857
d_709,17773,12705,13516,2013-01-06,13232.035714285714,9598.67857142857,9897.642857142857
d_710,13805,10644,9068,2013-01-07,13224.0,9689.964285714286,9901.107142857143
d_711,13098,8035,10087,2013-01-08,13257.714285714286,9678.07142857143,9912.214285714286
d_712,11387,7519,10626,2013-01-09,13266.285714285714,9631.57142857143,9932.857142857143
d_713,12615,8402,8776,2013-01-10,13306.785714285714,9614.07142857143,9949.92857142857
d_714,13487,9521,11468,2013-01-11,13338.964285714286,9624.857142857143,9963.17857142857
d_715,17781,12952,15145,2013-01-12,13392.285714285714,9646.464285714286,10012.82142857143
d_716,17260,12369,10578,2013-01-13,13410.92857142857,9666.035714285714,9980.107142857143
d_717,12151,8407,10056,2013-01-14,13400.107142857143,9617.82142857143,10024.464285714286
d_718,11634,8313,10954,2013-01-15,13361.5,9585.607142857143,10118.392857142857
d_719,11598,8192,9012,2013-01-16,13366.035714285714,9544.607142857143,10048.42857142857
d_720,11854,7923,8593,2013-01-17,13337.964285714286,9485.75,10046.0
d_721,13495,9210,10107,2013-01-18,13331.214285714286,9473.857142857143,10063.357142857143
d_722,17671,11441,13155,2013-01-19,13367.0,9485.642857142857,10096.214285714286
d_723,15199,11493,10349,2013-01-20,13357.107142857143,9471.67857142857,10050.57142857143
d_724,13849,9222,7816,2013-01-21,13374.57142857143,9429.464285714286,10013.32142857143
d_725,11368,7516,6672,2013-01-22,13780.357142857143,9697.82142857143,10251.5
d_726,10669,7396,7529,2013-01-23,13730.25,9604.107142857143,10248.642857142857
d_727,10077,7494,7396,2013-01-24,13651.25,9567.92857142857,10216.714285714286
d_728,13134,8224,8494,2013-01-25,13663.142857142857,9504.82142857143,10178.82142857143
d_729,17658,10988,12047,2013-01-26,13750.785714285714,9510.857142857143,10211.535714285714
d_730,17206,11222,9999,2013-01-27,13828.75,9525.892857142857,10215.964285714286
d_731,11924,8348,7524,2013-01-28,13764.785714285714,9446.32142857143,10100.92857142857
d_732,11258,7204,7087,2013-01-29,13822.57142857143,9405.964285714286,10135.714285714286
d_733,10263,7071,6189,2013-01-30,13715.82142857143,9358.964285714286,9980.142857142857
d_734,11785,7477,7489,2013-01-31,13629.5,9266.392857142857,9820.107142857143
d_735,15823,11282,11971,2013-02-01,13675.82142857143,9352.857142857143,9877.82142857143
d_736,21731,13342,15959,2013-02-02,13841.17857142857,9425.42857142857,9916.5
d_737,15365,12674,13519,2013-02-03,13755.17857142857,9424.32142857143,9916.607142857143
d_738,12548,8661,7783,2013-02-04,13710.285714285714,9353.5,9870.714285714286
d_739,11910,9433,10290,2013-02-05,13667.857142857143,9403.42857142857,9877.964285714286
d_740,11924,8777,11236,2013-02-06,13687.035714285714,9448.357142857143,9899.75
d_741,12428,9930,7341,2013-02-07,13680.357142857143,9502.92857142857,9848.5
d_742,13986,10281,11279,2013-02-08,13698.17857142857,9530.07142857143,9841.75
d_743,17488,13094,15270,2013-02-09,13687.714285714286,9535.142857142857,9846.214285714286
d_744,17372,13720,12818,2013-02-10,13691.714285714286,9583.392857142857,9926.214285714286
d_745,14864,10046,11707,2013-02-11,13788.607142857143,9641.92857142857,9985.17857142857
d_746,13291,10406,12444,2013-02-12,13847.785714285714,9716.67857142857,10038.392857142857
d_747,14147,12009,12395,2013-02-13,13938.82142857143,9853.0,10159.214285714286
d_748,11196,8580,10433,2013-02-14,13915.32142857143,9876.464285714286,10224.92857142857
d_749,14178,10631,13451,2013-02-15,13939.714285714286,9927.214285714286,10344.357142857143
d_750,17563,12785,14809,2013-02-16,13935.857142857143,9975.214285714286,10403.42857142857
d_751,17250,14094,13309,2013-02-17,14009.107142857143,10068.107142857143,10509.142857142857
d_752,15076,10486,9076,2013-02-18,14052.92857142857,10113.25,10554.142857142857
d_753,11609,9169,7470,2013-02-19,14061.535714285714,10172.285714285714,10582.642857142857
d_754,12233,8850,9118,2013-02-20,14117.392857142857,10224.214285714286,10639.392857142857
d_755,12258,9297,9853,2013-02-21,14195.285714285714,10288.607142857143,10727.142857142857
d_756,14171,9665,8727,2013-02-22,14232.32142857143,10340.07142857143,10735.464285714286
d_757,18348,12066,12617,2013-02-23,14256.964285714286,10378.57142857143,10755.82142857143
d_758,18358,13694,12090,2013-02-24,14298.107142857143,10466.857142857143,10830.5
d_759,13713,9352,8955,2013-02-25,14362.0,10502.714285714286,10881.607142857143
d_760,11596,8567,7165,2013-02-26,14374.07142857143,10551.392857142857,10884.392857142857
d_761,11844,8503,7537,2013-02-27,14430.535714285714,10602.535714285714,10932.535714285714
d_762,12625,8430,9319,2013-02-28,14460.535714285714,10636.57142857143,10997.892857142857
d_763,16092,11283,12076,2013-03-01,14470.142857142857,10636.607142857143,11001.642857142857
d_764,20494,13200,16078,2013-03-02,14425.964285714286,10631.535714285714,11005.892857142857
d_765,19787,13493,14967,2013-03-03,14583.892857142857,10660.785714285714,11057.607142857143
d_766,14410,10021,11386,2013-03-04,14650.392857142857,10709.357142857143,11186.285714285714
d_767,13081,9651,8504,2013-03-05,14692.214285714286,10717.142857142857,11122.5
d_768,12395,9324,10309,2013-03-06,14709.035714285714,10736.67857142857,11089.392857142857
d_769,11588,9355,8827,2013-03-07,14679.035714285714,10716.142857142857,11142.464285714286
d_770,14704,8642,10946,2013-03-08,14704.67857142857,10657.607142857143,11130.57142857143
d_771,18334,12272,14283,2013-03-09,14734.892857142857,10628.25,11095.32142857143
d_772,18868,12340,12900,2013-03-10,14788.32142857143,10578.964285714286,11098.25
d_773,14548,11331,10559,2013-03-11,14777.035714285714,10624.857142857143,11057.25
d_774,12768,10256,10768,2013-03-12,14758.357142857143,10619.5,10997.392857142857
d_775,12532,10092,9184,2013-03-13,14700.67857142857,10551.035714285714,10882.714285714286
d_776,12904,9410,10853,2013-03-14,14761.67857142857,10580.67857142857,10897.714285714286
d_777,14889,10761,11851,2013-03-15,14787.07142857143,10585.32142857143,10840.57142857143
d_778,17726,11876,14050,2013-03-16,14792.892857142857,10552.857142857143,10813.464285714286
d_779,18239,12361,11970,2013-03-17,14828.214285714286,10490.964285714286,10765.642857142857
d_780,13262,9923,8180,2013-03-18,14763.42857142857,10470.857142857143,10733.642857142857
d_781,11851,8708,8453,2013-03-19,14772.07142857143,10454.392857142857,10768.75
d_782,12716,8318,8422,2013-03-20,14789.32142857143,10435.392857142857,10743.892857142857
d_783,12561,8798,8283,2013-03-21,14800.142857142857,10417.57142857143,10687.82142857143
d_784,14455,9469,9244,2013-03-22,14810.285714285714,10410.57142857143,10706.285714285714
d_785,17535,11267,11818,2013-03-23,14781.25,10382.035714285714,10677.75
d_786,17216,12057,11360,2013-03-24,14740.464285714286,10323.57142857143,10651.67857142857
d_787,13051,8735,7881,2013-03-25,14716.82142857143,10301.535714285714,10613.32142857143
d_788,12098,8465,8069,2013-03-26,14734.75,10297.892857142857,10645.607142857143
d_789,12240,8188,7830,2013-03-27,14748.892857142857,10286.642857142857,10656.07142857143
d_790,13025,8223,8406,2013-03-28,14763.17857142857,10279.25,10623.464285714286
d_791,15732,11323,11012,2013-03-29,14750.32142857143,10280.67857142857,10585.464285714286
d_792,19945,13001,13464,2013-03-30,14730.714285714286,10273.57142857143,10492.107142857143
d_793,13769,11899,8780,2013-03-31,14515.785714285714,10216.642857142857,10271.142857142857
d_794,14427,10745,9350,2013-04-01,14516.392857142857,10242.5,10198.42857142857
d_795,14391,8958,11293,2013-04-02,14563.17857142857,10217.75,10298.035714285714
d_796,14759,9062,11773,2013-04-03,14647.607142857143,10208.392857142857,10350.32142857143
d_797,14109,8925,9140,2013-04-04,14737.642857142857,10193.035714285714,10361.5
d_798,16073,10519,11464,2013-04-05,14786.535714285714,10260.07142857143,10380.0
d_799,19195,12876,14750,2013-04-06,14817.285714285714,10281.642857142857,10396.67857142857
d_800,20337,13965,12142,2013-04-07,14869.75,10339.67857142857,10369.607142857143
d_801,14638,10104,10275,2013-04-08,14872.964285714286,10295.857142857143,10359.464285714286
d_802,14564,10052,9134,2013-04-09,14937.107142857143,10288.57142857143,10301.107142857143
d_803,14230,8392,8819,2013-04-10,14997.75,10227.857142857143,10288.07142857143
d_804,13647,9502,9543,2013-04-11,15024.285714285714,10231.142857142857,10241.285714285714
d_805,14782,10013,11287,2013-04-12,15020.464285714286,10204.42857142857,10221.142857142857
d_806,18260,12536,12849,2013-04-13,15039.535714285714,10228.0,10178.25
d_807,18310,12931,12749,2013-04-14,15042.07142857143,10248.357142857143,10206.07142857143
d_808,13807,11045,9250,2013-04-15,15061.535714285714,10288.42857142857,10244.285714285714
d_809,13180,8993,8866,2013-04-16,15109.0,10298.607142857143,10259.035714285714
d_810,12736,8473,7606,2013-04-17,15109.714285714286,10304.142857142857,10229.892857142857
d_811,12629,8158,7687,2013-04-18,15112.142857142857,10281.285714285714,10208.607142857143
d_812,14810,9635,8384,2013-04-19,15124.82142857143,10287.214285714286,10177.892857142857
d_813,18193,11886,10778,2013-04-20,15148.32142857143,10309.32142857143,10140.75
d_814,19123,11536,9272,2013-04-21,15216.42857142857,10290.714285714286,10066.17857142857
d_815,14251,8935,6765,2013-04-22,15259.285714285714,10297.857142857143,10026.32142857143
d_816,12559,8472,6028,2013-04-23,15275.75,10298.107142857143,9953.42857142857
d_817,12542,7996,7069,2013-04-24,15286.535714285714,10291.25,9926.25
d_818,12533,7797,7146,2013-04-25,15268.964285714286,10276.035714285714,9881.25
d_819,14093,9423,7690,2013-04-26,15210.42857142857,10208.17857142857,9762.607142857143
d_820,17185,8624,9520,2013-04-27,15111.857142857143,10051.857142857143,9621.75
d_821,18028,12207,8667,2013-04-28,15263.964285714286,10062.857142857143,9617.714285714286
d_822,12903,7869,6673,2013-04-29,15209.535714285714,9960.142857142857,9522.107142857143
d_823,13258,8124,6762,2013-04-30,15169.07142857143,9930.357142857143,9360.285714285714
d_824,14286,9197,7875,2013-05-01,15152.17857142857,9935.17857142857,9221.07142857143
d_825,14214,8125,9402,2013-05-02,15155.92857142857,9906.607142857143,9230.42857142857
d_826,16459,9650,10841,2013-05-03,15169.714285714286,9875.57142857143,9208.17857142857
d_827,18770,10800,11242,2013-05-04,15154.535714285714,9801.42857142857,9082.892857142857
d_828,18927,12305,11971,2013-05-05,15104.17857142857,9742.142857142857,9076.785714285714
d_829,15987,9847,9534,2013-05-06,15152.357142857143,9732.964285714286,9050.32142857143
d_830,14308,9495,7870,2013-05-07,15143.214285714286,9713.07142857143,9005.17857142857
d_831,13429,9106,8811,2013-05-08,15114.607142857143,9738.57142857143,9004.892857142857
d_832,13958,9446,9534,2013-05-09,15125.714285714286,9736.57142857143,9004.57142857143
d_833,15462,8519,9516,2013-05-10,15150.0,9683.214285714286,8941.32142857143
d_834,20060,12328,12997,2013-05-11,15214.285714285714,9675.785714285714,8946.607142857143
d_835,16414,11379,9597,2013-05-12,15146.57142857143,9620.357142857143,8834.035714285714
d_836,14890,11084,8635,2013-05-13,15185.25,9621.75,8812.07142857143
d_837,14287,9457,9141,2013-05-14,15224.785714285714,9638.32142857143,8821.892857142857
d_838,14158,9990,10463,2013-05-15,15275.57142857143,9692.5,8923.92857142857
d_839,13562,9500,8875,2013-05-16,15308.892857142857,9740.42857142857,8966.357142857143
d_840,14936,10055,9691,2013-05-17,15313.392857142857,9755.42857142857,9013.035714285714
d_841,18020,12789,10021,2013-05-18,15307.214285714286,9787.67857142857,8986.0
d_842,19633,13340,9700,2013-05-19,15325.42857142857,9852.107142857143,9001.285714285714
d_843,15437,10096,8113,2013-05-20,15367.785714285714,9893.57142857143,9049.42857142857
d_844,13479,8931,7876,2013-05-21,15400.642857142857,9909.964285714286,9115.42857142857
d_845,13096,8912,6927,2013-05-22,15420.42857142857,9942.67857142857,9110.357142857143
d_846,14016,8753,8133,2013-05-23,15473.392857142857,9976.82142857143,9145.607142857143
d_847,15787,10225,9069,2013-05-24,15533.892857142857,10005.464285714286,9194.857142857143
d_848,17170,11816,10157,2013-05-25,15533.357142857143,10119.464285714286,9217.607142857143
d_849,16344,11647,8058,2013-05-26,15473.214285714286,10099.464285714286,9195.857142857143
d_850,17033,11139,8105,2013-05-27,15620.714285714286,10216.25,9247.0
d_851,13924,8608,6766,2013-05-28,15644.5,10233.535714285714,9247.142857142857
d_852,12350,7644,6973,2013-05-29,15575.357142857143,10178.07142857143,9214.92857142857
d_853,12661,8329,7135,2013-05-30,15519.892857142857,10185.357142857143,9133.964285714286
d_854,16213,9646,10227,2013-05-31,15511.107142857143,10185.214285714286,9112.035714285714
d_855,19759,13829,11220,2013-06-01,15546.42857142857,10293.392857142857,9111.25
d_856,21500,12868,13134,2013-06-02,15638.32142857143,10313.5,9152.785714285714
d_857,16824,11180,11241,2013-06-03,15668.214285714286,10361.107142857143,9213.75
d_858,15176,9546,9087,2013-06-04,15699.214285714286,10362.92857142857,9257.214285714286
d_859,15639,10579,9693,2013-06-05,15778.142857142857,10415.535714285714,9288.714285714286
d_860,14096,10520,9550,2013-06-06,15783.07142857143,10453.892857142857,9289.285714285714
d_861,17107,11280,9215,2013-06-07,15841.82142857143,10552.5,9278.535714285714
d_862,20488,12262,11897,2013-06-08,15857.107142857143,10550.142857142857,9239.25
d_863,21873,13317,12974,2013-06-09,16052.07142857143,10619.357142857143,9359.857142857143
d_864,17630,10451,8688,2013-06-10,16149.92857142857,10596.75,9361.75
d_865,15070,10312,9243,2013-06-11,16177.892857142857,10627.285714285714,9365.392857142857
d_866,14339,10052,9551,2013-06-12,16184.357142857143,10629.5,9332.82142857143
d_867,14910,10524,8754,2013-06-13,16232.5,10666.07142857143,9328.5
d_868,17282,11206,11279,2013-06-14,16316.285714285714,10707.17857142857,9385.214285714286
d_869,19445,13512,13352,2013-06-15,16367.17857142857,10733.0,9504.17857142857
d_870,17574,12677,9439,2013-06-16,16293.642857142857,10709.32142857143,9494.857142857143
d_871,15253,10240,8625,2013-06-17,16287.07142857143,10714.464285714286,9513.142857142857
d_872,14223,9217,7737,2013-06-18,16313.642857142857,10724.67857142857,9508.17857142857
d_873,14013,9232,7825,2013-06-19,16346.392857142857,10736.107142857143,9540.25
d_874,14452,9200,8119,2013-06-20,16361.964285714286,10752.07142857143,9539.75
d_875,16679,10458,9566,2013-06-21,16393.821428571428,10760.392857142857,9557.5
d_876,19032,12805,10439,2013-06-22,16460.321428571428,10795.714285714286,9567.57142857143
d_877,19972,13266,10037,2013-06-23,16589.89285714286,10853.535714285714,9638.25
d_878,15516,10380,8222,2013-06-24,16535.714285714286,10826.42857142857,9642.42857142857
d_879,14620,9245,7738,2013-06-25,16560.571428571428,10849.17857142857,9677.142857142857
d_880,13896,9023,7437,2013-06-26,16615.785714285714,10898.42857142857,9693.714285714286
d_881,14578,9134,7745,2013-06-27,16684.25,10927.17857142857,9715.5
d_882,17612,10353,8788,2013-06-28,16734.214285714286,10952.42857142857,9664.107142857143
d_883,21364,12756,10829,2013-06-29,16791.535714285714,10914.107142857143,9650.142857142857
d_884,21044,13539,10240,2013-06-30,16775.25,10938.07142857143,9546.785714285714
d_885,18300,11497,8919,2013-07-01,16827.964285714286,10949.392857142857,9463.857142857143
d_886,17705,9548,9989,2013-07-02,16918.285714285714,10949.464285714286,9496.07142857143
d_887,19894,11644,12461,2013-07-03,17070.25,10987.5,9594.92857142857
d_888,17287,11248,8248,2013-07-04,17184.214285714286,11013.5,9548.42857142857
d_889,18124,11684,10999,2013-07-05,17220.535714285714,11027.92857142857,9612.142857142857
d_890,17843,12766,11223,2013-07-06,17126.071428571428,11045.92857142857,9588.07142857143
d_891,20695,13357,10572,2013-07-07,17084.0,11047.357142857143,9502.285714285714
d_892,16475,10126,10859,2013-07-08,17042.75,11035.75,9579.82142857143
d_893,16104,10405,10744,2013-07-09,17079.678571428572,11039.07142857143,9633.42857142857
d_894,16039,9084,9456,2013-07-10,17140.39285714286,11004.5,9630.035714285714
d_895,14923,10818,10620,2013-07-11,17140.85714285714,11015.0,9696.67857142857
d_896,16907,12245,12127,2013-07-12,17127.464285714286,11052.107142857143,9726.964285714286
d_897,19047,14227,11911,2013-07-13,17113.25,11077.642857142857,9675.5
d_898,20294,13436,12942,2013-07-14,17210.39285714286,11104.75,9800.607142857143
d_899,15533,11083,11008,2013-07-15,17220.39285714286,11134.857142857143,9885.714285714286
d_900,14502,9368,10067,2013-07-16,17230.35714285714,11140.25,9968.92857142857
d_901,14508,9028,8931,2013-07-17,17248.035714285714,11132.964285714286,10008.42857142857
d_902,14971,9740,9210,2013-07-18,17266.571428571428,11152.25,10047.392857142857
d_903,16383,9908,9903,2013-07-19,17256.0,11132.607142857143,10059.42857142857
d_904,19732,11521,10274,2013-07-20,17281.0,11086.75,10053.535714285714
d_905,20560,12539,8940,2013-07-21,17302.0,11060.785714285714,10014.357142857143
d_906,14781,9634,7788,2013-07-22,17275.75,11034.142857142857,9998.857142857143
d_907,14590,9420,7294,2013-07-23,17274.678571428572,11040.392857142857,9983.0
d_908,14347,9662,7459,2013-07-24,17290.785714285714,11063.214285714286,9983.785714285714
d_909,15007,9197,7612,2013-07-25,17306.10714285714,11065.464285714286,9979.035714285714
d_910,16352,10769,9722,2013-07-26,17261.10714285714,11080.32142857143,10012.392857142857
d_911,19286,12360,10026,2013-07-27,17186.89285714286,11066.17857142857,9983.714285714286
d_912,19053,12670,8757,2013-07-28,17115.785714285714,11035.142857142857,9930.75
d_913,15122,9875,6766,2013-07-29,17002.285714285714,10977.214285714286,9853.857142857143
d_914,14093,8944,7125,2013-07-30,16873.285714285714,10955.642857142857,9751.57142857143
d_915,14441,8844,7970,2013-07-31,16678.535714285714,10855.642857142857,9591.17857142857
d_916,16662,11741,8906,2013-08-01,16656.214285714286,10873.25,9614.67857142857
d_917,17874,11721,12068,2013-08-02,16647.285714285714,10874.57142857143,9652.857142857143
d_918,20462,13599,13044,2013-08-03,16740.821428571428,10904.32142857143,9717.892857142857
d_919,20439,13544,10456,2013-08-04,16731.678571428572,10911.0,9713.75
d_920,17120,11628,10401,2013-08-05,16754.714285714286,10964.642857142857,9697.392857142857
d_921,15295,10959,10440,2013-08-06,16725.821428571428,10984.42857142857,9686.535714285714
d_922,15716,10898,8465,2013-08-07,16714.285714285714,11049.214285714286,9651.142857142857
d_923,15548,9665,9673,2013-08-08,16736.60714285714,11008.035714285714,9617.32142857143
d_924,17285,12564,10850,2013-08-09,16750.10714285714,11019.42857142857,9571.714285714286
d_925,21051,12952,10909,2013-08-10,16821.678571428572,10973.892857142857,9535.92857142857
d_926,20776,14761,11983,2013-08-11,16838.89285714286,11021.214285714286,9501.67857142857
d_927,16617,11232,10904,2013-08-12,16877.60714285714,11026.535714285714,9497.964285714286
d_928,14938,11444,8762,2013-08-13,16893.178571428572,11100.67857142857,9451.357142857143
d_929,14879,8876,9977,2013-08-14,16906.428571428572,11095.25,9488.714285714286
d_930,15213,10974,11456,2013-08-15,16915.071428571428,11139.32142857143,9568.92857142857
d_931,16785,9888,11352,2013-08-16,16929.428571428572,11138.607142857143,9620.67857142857
d_932,20418,12856,11157,2013-08-17,16953.928571428572,11186.285714285714,9652.214285714286
d_933,20883,13267,10744,2013-08-18,16965.464285714286,11212.285714285714,9716.642857142857
d_934,16562,10130,8545,2013-08-19,17029.071428571428,11230.0,9743.67857142857
d_935,14879,8910,7836,2013-08-20,17039.39285714286,11211.785714285714,9763.035714285714
d_936,14871,9440,8322,2013-08-21,17058.10714285714,11203.857142857143,9793.857142857143
d_937,14577,9348,7868,2013-08-22,17042.75,11209.25,9803.0
d_938,16665,11295,9153,2013-08-23,17053.928571428572,11228.035714285714,9782.67857142857
d_939,20575,13847,10414,2013-08-24,17099.964285714286,11281.142857142857,9796.535714285714
d_940,23275,14357,10945,2013-08-25,17250.75,11341.392857142857,9874.67857142857
d_941,15435,9839,8926,2013-08-26,17261.928571428572,11340.107142857143,9951.82142857143
d_942,14572,9332,9059,2013-08-27,17279.035714285714,11353.964285714286,10020.892857142857
d_943,14381,9494,8581,2013-08-28,17276.89285714286,11377.17857142857,10042.714285714286
d_944,14521,8676,8513,2013-08-29,17200.428571428572,11267.714285714286,10028.67857142857
d_945,18431,11093,12097,2013-08-30,17220.321428571428,11245.285714285714,10029.714285714286
d_946,21995,13843,12134,2013-08-31,17275.071428571428,11254.0,9997.214285714286
d_947,20502,14101,10138,2013-09-01,17277.321428571428,11273.892857142857,9985.857142857143
d_948,21384,13152,12536,2013-09-02,17429.60714285714,11328.32142857143,10062.107142857143
d_949,16093,10718,10988,2013-09-03,17458.10714285714,11319.714285714286,10081.67857142857
d_950,14916,9290,9122,2013-09-04,17429.535714285714,11262.285714285714,10105.142857142857
d_951,15153,10489,9783,2013-09-05,17415.428571428572,11291.714285714286,10109.07142857143
d_952,17050,10725,10909,2013-09-06,17407.035714285714,11226.035714285714,10111.17857142857
d_953,21435,14426,11739,2013-09-07,17420.75,11278.67857142857,10140.82142857143
d_954,23603,14880,13257,2013-09-08,17521.714285714286,11282.92857142857,10186.32142857143
d_955,17616,11075,11074,2013-09-09,17557.39285714286,11277.32142857143,10192.392857142857
d_956,16409,8993,9261,2013-09-10,17609.928571428572,11189.785714285714,10210.214285714286
d_957,15382,10173,10640,2013-09-11,17627.89285714286,11236.107142857143,10233.892857142857
d_958,15063,10484,11220,2013-09-12,17622.535714285714,11218.607142857143,10225.464285714286
d_959,17151,12449,11371,2013-09-13,17635.60714285714,11310.07142857143,10226.142857142857
d_960,20484,14457,14225,2013-09-14,17637.964285714286,11367.25,10335.714285714286
d_961,21880,15151,13939,2013-09-15,17673.571428571428,11434.535714285714,10449.82142857143
d_962,16589,10591,9595,2013-09-16,17674.535714285714,11451.0,10487.32142857143
d_963,14832,9327,8412,2013-09-17,17672.85714285714,11465.892857142857,10507.892857142857
d_964,14112,9216,7953,2013-09-18,17645.75,11457.892857142857,10494.714285714286
d_965,14148,8889,7786,2013-09-19,17630.428571428572,11441.5,10491.785714285714
d_966,16931,9211,10139,2013-09-20,17639.928571428572,11367.07142857143,10527.0
d_967,20954,13422,11625,2013-09-21,17653.464285714286,11351.892857142857,10570.25
d_968,21819,13522,10869,2013-09-22,17601.464285714286,11322.07142857143,10567.535714285714
d_969,15148,9423,8213,2013-09-23,17591.214285714286,11307.214285714286,10542.07142857143
d_970,14694,8830,7540,2013-09-24,17595.571428571428,11289.285714285714,10487.82142857143
d_971,13355,8732,7872,2013-09-25,17558.928571428572,11262.07142857143,10462.5
d_972,14062,8652,7934,2013-09-26,17542.535714285714,11261.214285714286,10441.82142857143
d_973,15618,10047,9837,2013-09-27,17442.071428571428,11223.857142857143,10361.107142857143
d_974,19821,12909,11711,2013-09-28,17364.428571428572,11190.5,10346.0
d_975,20788,12740,10868,2013-09-29,17374.64285714286,11141.892857142857,10372.07142857143
d_976,15385,9074,8434,2013-09-30,17160.39285714286,10996.25,10225.57142857143
d_977,15717,11206,9807,2013-10-01,17146.964285714286,11013.67857142857,10183.392857142857
d_978,14460,9063,10377,2013-10-02,17130.678571428572,11005.57142857143,10228.214285714286
d_979,15034,10635,11546,2013-10-03,17126.428571428572,11010.785714285714,10291.17857142857
d_980,17030,10061,10243,2013-10-04,17125.714285714286,10987.07142857143,10267.392857142857
d_981,21356,13640,13781,2013-10-05,17122.89285714286,10959.0,10340.32142857143
d_982,22045,14668,13175,2013-10-06,17067.25,10951.42857142857,10337.392857142857
d_983,16759,11000,9244,2013-10-07,17036.64285714286,10948.75,10272.035714285714
d_984,15637,9239,9668,2013-10-08,17009.071428571428,10957.535714285714,10286.57142857143
d_985,15008,9437,10301,2013-10-09,16995.714285714286,10931.25,10274.464285714286
d_986,16033,8925,9061,2013-10-10,17030.35714285714,10875.57142857143,10197.357142857143
d_987,16112,10626,11355,2013-10-11,16993.25,10810.464285714286,10196.785714285714
d_988,19520,12558,14503,2013-10-12,16958.821428571428,10742.642857142857,10206.714285714286
d_989,20465,14064,11814,2013-10-13,16908.285714285714,10703.82142857143,10130.82142857143
d_990,15592,10831,10413,2013-10-14,16872.678571428572,10712.392857142857,10160.035714285714
d_991,13731,9681,9801,2013-10-15,16833.35714285714,10725.035714285714,10209.642857142857
