d,FOODS,HOBBIES,HOUSEHOLD,date,FOODS_rolling_28,HOUSEHOLD_rolling_28,HOBBIES_rolling_28
d_658,22120,2396,7100,2012-11-16,22804.678571428572,7377.964285714285,2451.1785714285716
d_659,27847,3157,9437,2012-11-17,22933.25,7371.178571428572,2463.3928571428573
d_660,26083,2609,8884,2012-11-18,22975.10714285714,7355.857142857143,2457.8928571428573
d_661,20534,2253,6543,2012-11-19,23062.678571428572,7356.928571428572,2462.75
d_662,21783,2205,6286,2012-11-20,23226.178571428572,7361.285714285715,2468.285714285714
d_663,25814,2195,7199,2012-11-21,23559.321428571428,7412.107142857143,2470.6785714285716
d_664,16806,1064,4039,2012-11-22,23580.071428571428,7342.321428571428,2433.8928571428573
d_665,15448,1958,6017,2012-11-23,23358.64285714286,7291.571428571428,2404.6428571428573
d_666,20047,2335,7634,2012-11-24,23143.571428571428,7226.25,2380.3571428571427
d_667,22240,2579,7913,2012-11-25,23028.714285714286,7190.428571428572,2372.035714285714
d_668,17631,2253,6592,2012-11-26,22985.035714285714,7197.821428571428,2368.8571428571427
d_669,16702,1927,5860,2012-11-27,22879.178571428572,7191.357142857143,2352.9285714285716
d_670,16091,1964,5490,2012-11-28,22828.10714285714,7192.678571428572,2351.6071428571427
d_671,16222,2036,5610,2012-11-29,22673.5,7107.964285714285,2334.3928571428573
d_672,19942,2471,7976,2012-11-30,22525.214285714286,7090.464285714285,2317.1428571428573
d_673,28613,3432,10451,2012-12-01,22425.821428571428,7093.142857142857,2321.6071428571427
d_674,28916,2780,9244,2012-12-02,22416.89285714286,7049.571428571428,2316.785714285714
d_675,24834,2661,7842,2012-12-03,22447.035714285714,7082.428571428572,2335.214285714286
d_676,20223,2292,6304,2012-12-04,22370.821428571428,7088.714285714285,2344.6071428571427
d_677,23165,2237,5782,2012-12-05,22433.714285714286,7073.535714285715,2350.5
d_678,22771,2134,6219,2012-12-06,22453.071428571428,7069.321428571428,2348.464285714286
d_679,23991,2386,7217,2012-12-07,22383.214285714286,7064.142857142857,2347.5
d_680,29897,2927,8749,2012-12-08,22374.10714285714,7037.5,2336.4285714285716
d_681,31226,2877,8423,2012-12-09,22365.428571428572,7015.321428571428,2331.8928571428573
d_682,22891,2345,5853,2012-12-10,22309.85714285714,6989.928571428572,2337.0
d_683,22120,2223,5955,2012-12-11,22360.10714285714,7007.071428571428,2340.6785714285716
d_684,22416,2300,5300,2012-12-12,22437.464285714286,6992.464285714285,2355.8214285714284
d_685,20762,2194,5715,2012-12-13,22397.678571428572,6986.928571428572,2363.9285714285716
d_686,23976,2368,6558,2012-12-14,22463.964285714286,6967.571428571428,2362.9285714285716
d_687,30620,3105,8665,2012-12-15,22563.0,6940.0,2361.0714285714284
d_688,28690,2891,8472,2012-12-16,22656.10714285714,6925.285714285715,2371.1428571428573
d_689,22260,2364,6401,2012-12-17,22717.75,6920.214285714285,2375.1071428571427
d_690,22052,2257,5945,2012-12-18,22727.35714285714,6908.035714285715,2376.964285714286
d_691,23370,2508,5904,2012-12-19,22640.071428571428,6861.785714285715,2388.1428571428573
d_692,22648,2159,6065,2012-12-20,22848.714285714286,6934.142857142857,2427.25
d_693,23188,2795,6865,2012-12-21,23125.14285714286,6964.428571428572,2457.1428571428573
d_694,28583,2976,8456,2012-12-22,23430.0,6993.785714285715,2480.035714285714
d_695,28624,2586,7777,2012-12-23,23658.0,6988.928571428572,2480.285714285714
d_696,24903,1865,5855,2012-12-24,23917.714285714286,6962.607142857143,2466.4285714285716
d_697,11,0,0,2012-12-25,23321.60714285714,6753.321428571428,2397.6071428571427
d_698,19822,2172,7707,2012-12-26,23454.85714285714,6832.5,2405.035714285714
d_699,19236,2183,7667,2012-12-27,23562.5,6905.964285714285,2410.285714285714
d_700,21208,2377,8762,2012-12-28,23607.714285714286,6934.035714285715,2406.9285714285716
d_701,24343,2555,10256,2012-12-29,23455.214285714286,6927.071428571428,2375.6071428571427
d_702,24322,2352,9025,2012-12-30,23291.14285714286,6919.25,2360.3214285714284
d_703,25935,2028,7073,2012-12-31,23330.464285714286,6891.785714285715,2337.714285714286
d_704,16828,1558,5701,2013-01-01,23209.214285714286,6870.25,2311.5
d_705,22648,2145,7391,2013-01-02,23190.75,6927.714285714285,2308.214285714286
d_706,26156,2352,7733,2013-01-03,23311.64285714286,6981.785714285715,2316.0
d_707,23357,2412,7973,2013-01-04,23289.0,7008.785714285715,2316.9285714285716
d_708,30987,2784,9516,2013-01-05,23327.928571428572,7036.178571428572,2311.8214285714284
d_709,32464,2682,8848,2013-01-06,23372.14285714286,7051.357142857143,2304.8571428571427
d_710,24699,2000,6818,2013-01-07,23436.714285714286,7085.821428571428,2292.535714285714
d_711,23130,2041,6049,2013-01-08,23472.785714285714,7089.178571428572,2286.035714285714
d_712,22884,1865,4783,2013-01-09,23489.5,7070.714285714285,2270.5
d_713,22345,2141,5307,2013-01-10,23546.035714285714,7056.142857142857,2268.6071428571427
d_714,25522,2416,6538,2013-01-11,23601.25,7055.428571428572,2270.3214285714284
d_715,33861,2956,9061,2013-01-12,23717.0,7069.571428571428,2265.0
d_716,30024,2630,7553,2013-01-13,23764.64285714286,7036.75,2255.6785714285716
d_717,23223,1968,5423,2013-01-14,23799.035714285714,7001.821428571428,2241.535714285714
d_718,23516,1979,5406,2013-01-15,23851.321428571428,6982.571428571428,2231.6071428571427
d_719,20568,2041,6193,2013-01-16,23751.25,6992.892857142857,2214.9285714285716
d_720,20109,2248,6013,2013-01-17,23660.571428571428,6991.035714285715,2218.1071428571427
d_721,22682,2400,7730,2013-01-18,23642.5,7021.928571428572,2204.0
d_722,29292,3147,9828,2013-01-19,23667.821428571428,7070.928571428572,2210.1071428571427
d_723,26056,2612,8373,2013-01-20,23576.10714285714,7092.214285714285,2211.035714285714
d_724,21587,2603,6697,2013-01-21,23457.678571428572,7122.285714285715,2237.3928571428573
d_725,17919,2052,5585,2013-01-22,24097.25,7321.75,2310.6785714285716
d_726,16904,2954,5736,2013-01-23,23993.035714285714,7251.357142857143,2338.6071428571427
d_727,16685,2852,5430,2013-01-24,23901.928571428572,7171.464285714285,2362.5
d_728,19707,3372,6773,2013-01-25,23848.321428571428,7100.428571428572,2398.035714285714
d_729,26805,4286,9602,2013-01-26,23936.25,7077.071428571428,2459.8571428571427
d_730,25966,3840,8621,2013-01-27,23994.964285714286,7062.642857142857,2513.0
d_731,18993,2806,5997,2013-01-28,23747.035714285714,7024.214285714285,2540.785714285714
d_732,17484,2919,5146,2013-01-29,23770.464285714286,7004.392857142857,2589.3928571428573
d_733,16038,2574,4911,2013-01-30,23534.39285714286,6915.821428571428,2604.714285714286
d_734,17846,2961,5944,2013-01-31,23237.60714285714,6851.928571428572,2626.464285714286
d_735,25582,4200,9294,2013-02-01,23317.071428571428,6899.107142857143,2690.3214285714284
d_736,34887,5210,10935,2013-02-02,23456.35714285714,6949.785714285715,2776.964285714286
d_737,30430,2868,8260,2013-02-03,23383.714285714286,6928.785714285715,2783.6071428571427
d_738,20219,2551,6222,2013-02-04,23223.714285714286,6907.5,2803.285714285714
d_739,22707,2347,6579,2013-02-05,23208.60714285714,6926.428571428572,2814.214285714286
d_740,22953,2650,6334,2013-02-06,23211.071428571428,6981.821428571428,2842.25
d_741,20991,2199,6509,2013-02-07,23162.714285714286,7024.75,2844.3214285714284
d_742,24889,2702,7955,2013-02-08,23140.10714285714,7075.357142857143,2854.535714285714
d_743,31984,3364,10504,2013-02-09,23073.071428571428,7126.892857142857,2869.1071428571427
d_744,29611,3886,10413,2013-02-10,23058.321428571428,7229.035714285715,2913.964285714286
d_745,25937,3241,7439,2013-02-11,23155.25,7301.035714285715,2959.4285714285716
d_746,25415,3132,7594,2013-02-12,23223.071428571428,7379.178571428572,3000.6071428571427
d_747,27334,3334,7883,2013-02-13,23464.714285714286,7439.535714285715,3046.785714285714
d_748,21202,2646,6361,2013-02-14,23503.75,7451.964285714285,3061.0
d_749,25413,3507,9340,2013-02-15,23601.285714285714,7509.464285714285,3100.535714285714
d_750,28916,4454,11787,2013-02-16,23587.85714285714,7579.428571428572,3147.214285714286
d_751,29237,3826,11590,2013-02-17,23701.464285714286,7694.321428571428,3190.5714285714284
d_752,22970,3020,8648,2013-02-18,23750.85714285714,7764.0,3205.464285714286
d_753,18853,2695,6700,2013-02-19,23784.214285714286,7803.821428571428,3228.4285714285716
d_754,20025,2967,7209,2013-02-20,23895.678571428572,7856.428571428572,3228.8928571428573
d_755,20867,2895,7646,2013-02-21,24045.035714285714,7935.571428571428,3230.4285714285716
d_756,21138,3329,8096,2013-02-22,24096.14285714286,7982.821428571428,3228.8928571428573
d_757,27466,4759,10806,2013-02-23,24119.75,8025.821428571428,3245.785714285714
d_758,29355,3916,10871,2013-02-24,24240.785714285714,8106.178571428572,3248.5
d_759,21493,2985,7542,2013-02-25,24330.071428571428,8161.357142857143,3254.8928571428573
d_760,18291,2617,6420,2013-02-26,24358.89285714286,8206.857142857143,3244.1071428571427
d_761,18071,2846,6967,2013-02-27,24431.5,8280.285714285714,3253.8214285714284
d_762,19375,3278,7721,2013-02-28,24486.10714285714,8343.75,3265.1428571428573
d_763,24951,4230,10270,2013-03-01,24463.571428571428,8378.607142857143,3266.214285714286
d_764,32356,5171,12245,2013-03-02,24373.178571428572,8425.392857142857,3264.8214285714284
d_765,33910,3380,10957,2013-03-03,24497.464285714286,8521.714285714286,3283.1071428571427
d_766,24929,2622,8266,2013-03-04,24665.678571428572,8594.714285714286,3285.6428571428573
d_767,22419,2233,6584,2013-03-05,24655.39285714286,8594.892857142857,3281.5714285714284
d_768,23062,2271,6695,2013-03-06,24659.285714285714,8607.785714285714,3268.035714285714
d_769,21086,2160,6524,2013-03-07,24662.678571428572,8608.32142857143,3266.6428571428573
d_770,23972,2516,7804,2013-03-08,24629.928571428572,8602.92857142857,3260.0
d_771,30868,3347,10674,2013-03-09,24590.071428571428,8609.0,3259.3928571428573
d_772,29767,3851,10490,2013-03-10,24595.64285714286,8611.75,3258.1428571428573
d_773,25051,3230,8157,2013-03-11,24564.0,8637.392857142857,3257.75
d_774,23643,2832,7317,2013-03-12,24500.714285714286,8627.5,3247.035714285714
d_775,21754,2912,7142,2013-03-13,24301.428571428572,8601.035714285714,3231.964285714286
d_776,22943,3075,7149,2013-03-14,24363.60714285714,8629.17857142857,3247.285714285714
d_777,25947,3506,8048,2013-03-15,24382.678571428572,8583.035714285714,3247.25
d_778,28892,4029,10731,2013-03-16,24381.821428571428,8545.32142857143,3232.0714285714284
d_779,28515,3700,10355,2013-03-17,24356.035714285714,8501.214285714286,3227.5714285714284
d_780,21001,2928,7436,2013-03-18,24285.714285714286,8457.92857142857,3224.285714285714
d_781,19166,2982,6864,2013-03-19,24296.89285714286,8463.785714285714,3234.535714285714
d_782,19435,3013,7008,2013-03-20,24275.821428571428,8456.607142857143,3236.1785714285716
d_783,19562,2914,7166,2013-03-21,24229.214285714286,8439.464285714286,3236.8571428571427
d_784,21670,3627,7871,2013-03-22,24248.214285714286,8431.42857142857,3247.5
d_785,26036,4387,10197,2013-03-23,24197.14285714286,8409.67857142857,3234.214285714286
d_786,27124,3294,10215,2013-03-24,24117.464285714286,8386.25,3212.0
d_787,20071,2389,7207,2013-03-25,24066.678571428572,8374.285714285714,3190.714285714286
d_788,19691,2117,6824,2013-03-26,24116.678571428572,8388.714285714286,3172.8571428571427
d_789,19087,2621,6550,2013-03-27,24152.964285714286,8373.82142857143,3164.8214285714284
d_790,20338,2341,6975,2013-03-28,24187.35714285714,8347.17857142857,3131.3571428571427
d_791,26055,2846,9166,2013-03-29,24226.785714285714,8307.75,3081.9285714285716
d_792,32020,3315,11075,2013-03-30,24214.785714285714,8265.964285714286,3015.6428571428573
d_793,24003,2695,7750,2013-03-31,23860.964285714286,8151.428571428572,2991.1785714285716
d_794,21706,3496,9320,2013-04-01,23745.85714285714,8189.071428571428,3022.3928571428573
d_795,22632,3612,8398,2013-04-02,23753.464285714286,8253.857142857143,3071.6428571428573
d_796,23573,3541,8480,2013-04-03,23771.714285714286,8317.607142857143,3117.0
d_797,21193,2893,8088,2013-04-04,23775.535714285714,8373.464285714286,3143.1785714285716
d_798,25379,3771,8906,2013-04-05,23825.785714285714,8412.82142857143,3188.0
d_799,31473,4289,11059,2013-04-06,23847.39285714286,8426.57142857143,3221.6428571428573
d_800,30830,4268,11346,2013-04-07,23885.35714285714,8457.142857142857,3236.535714285714
d_801,23785,3075,8157,2013-04-08,23840.14285714286,8457.142857142857,3231.0
d_802,23043,3109,7598,2013-04-09,23818.714285714286,8467.17857142857,3240.8928571428573
d_803,21393,3172,6876,2013-04-10,23805.821428571428,8457.67857142857,3250.1785714285716
d_804,22549,3243,6900,2013-04-11,23791.75,8448.785714285714,3256.1785714285716
d_805,24774,3322,7986,2013-04-12,23749.85714285714,8446.57142857143,3249.6071428571427
d_806,28709,4569,10367,2013-04-13,23743.321428571428,8433.57142857143,3268.8928571428573
d_807,29264,4249,10477,2013-04-14,23770.071428571428,8437.92857142857,3288.5
d_808,23237,3377,7488,2013-04-15,23849.928571428572,8439.785714285714,3304.535714285714
d_809,20672,3075,7292,2013-04-16,23903.714285714286,8455.07142857143,3307.8571428571427
d_810,19375,2775,6665,2013-04-17,23901.571428571428,8442.82142857143,3299.3571428571427
d_811,18442,3141,6891,2013-04-18,23861.571428571428,8433.0,3307.464285714286
d_812,21730,3319,7780,2013-04-19,23863.714285714286,8429.75,3296.464285714286
d_813,26066,4384,10407,2013-04-20,23864.785714285714,8437.25,3296.3571428571427
d_814,25582,3967,10382,2013-04-21,23809.714285714286,8443.214285714286,3320.3928571428573
d_815,19172,3319,7460,2013-04-22,23777.60714285714,8452.25,3353.6071428571427
d_816,17401,2876,6782,2013-04-23,23695.821428571428,8450.75,3380.714285714286
d_817,17545,3327,6735,2013-04-24,23640.75,8457.357142857143,3405.9285714285716
d_818,17554,3095,6827,2013-04-25,23541.321428571428,8452.07142857143,3432.8571428571427
d_819,19704,3522,7980,2013-04-26,23314.5,8409.714285714286,3457.0
d_820,22315,3849,9165,2013-04-27,22967.89285714286,8341.5,3476.0714285714284
d_821,25399,3295,10208,2013-04-28,23017.75,8429.285714285714,3497.5
d_822,18096,2097,7252,2013-04-29,22888.821428571428,8355.42857142857,3447.535714285714
d_823,18544,2471,7129,2013-04-30,22742.821428571428,8310.107142857143,3406.785714285714
d_824,20574,2541,8243,2013-05-01,22635.714285714286,8301.642857142857,3371.0714285714284
d_825,21954,2313,7474,2013-05-02,22662.89285714286,8279.714285714286,3350.3571428571427
d_826,25476,2767,8707,2013-05-03,22666.35714285714,8272.607142857143,3314.5
d_827,27819,3072,9921,2013-05-04,22535.85714285714,8231.964285714286,3271.035714285714
d_828,29669,3751,9783,2013-05-05,22494.39285714286,8176.142857142857,3252.5714285714284
d_829,24738,3109,7521,2013-05-06,22528.428571428572,8153.428571428572,3253.785714285714
d_830,21957,2775,6941,2013-05-07,22489.64285714286,8129.964285714285,3241.8571428571427
d_831,21410,3038,6898,2013-05-08,22490.25,8130.75,3237.0714285714284
d_832,22813,3350,6775,2013-05-09,22499.678571428572,8126.285714285715,3240.8928571428573
d_833,22375,3581,7541,2013-05-10,22414.0,8110.392857142857,3250.1428571428573
d_834,30396,4903,10086,2013-05-11,22474.25,8100.357142857143,3262.0714285714284
d_835,25844,3125,8421,2013-05-12,22352.10714285714,8026.928571428572,3221.9285714285716
d_836,23482,3249,7878,2013-05-13,22360.85714285714,8040.857142857143,3217.3571428571427
d_837,22246,3273,7366,2013-05-14,22417.071428571428,8043.5,3224.4285714285716
d_838,23815,3505,7291,2013-05-15,22575.64285714286,8065.857142857143,3250.5
d_839,21219,3225,7493,2013-05-16,22674.821428571428,8087.357142857143,3253.5
d_840,22988,3395,8299,2013-05-17,22719.75,8105.892857142857,3256.214285714286
d_841,26413,4278,10139,2013-05-18,22732.14285714286,8096.321428571428,3252.4285714285716
d_842,28247,4086,10340,2013-05-19,22827.321428571428,8094.821428571428,3256.6785714285716
d_843,22301,3219,8126,2013-05-20,22939.071428571428,8118.607142857143,3253.1071428571427
d_844,19944,3089,7253,2013-05-21,23029.89285714286,8135.428571428572,3260.714285714286
d_845,18765,3182,6988,2013-05-22,23073.464285714286,8144.464285714285,3255.535714285714
d_846,20410,3304,7188,2013-05-23,23175.464285714286,8157.357142857143,3263.0
d_847,22671,3961,8449,2013-05-24,23281.428571428572,8174.107142857143,3278.6785714285716
d_848,25491,4191,9461,2013-05-25,23394.85714285714,8184.678571428572,3290.8928571428573
d_849,23971,3579,8499,2013-05-26,23343.85714285714,8123.642857142857,3301.035714285714
d_850,23786,3503,8988,2013-05-27,23547.071428571428,8185.642857142857,3351.25
d_851,18871,3316,7111,2013-05-28,23558.75,8185.0,3381.4285714285716
d_852,17287,3140,6540,2013-05-29,23441.35714285714,8124.178571428572,3402.8214285714284
d_853,18359,2920,6846,2013-05-30,23312.964285714286,8101.75,3424.5
d_854,23075,3648,9363,2013-05-31,23227.214285714286,8125.178571428572,3455.964285714286
d_855,28849,4518,11441,2013-06-01,23264.0,8179.464285714285,3507.6071428571427
d_856,31298,4693,11511,2013-06-02,23322.178571428572,8241.17857142857,3541.25
d_857,26292,3934,9019,2013-06-03,23377.678571428572,8294.67857142857,3570.714285714286
d_858,22851,3188,7770,2013-06-04,23409.60714285714,8324.285714285714,3585.464285714286
d_859,24576,3701,7634,2013-06-05,23522.678571428572,8350.57142857143,3609.1428571428573
d_860,23404,3377,7385,2013-06-06,23543.785714285714,8372.357142857143,3610.1071428571427
d_861,25723,3645,8234,2013-06-07,23663.35714285714,8397.107142857143,3612.3928571428573
d_862,30454,4272,9921,2013-06-08,23665.428571428572,8391.214285714286,3589.8571428571427
d_863,33633,4159,10372,2013-06-09,23943.60714285714,8460.892857142857,3626.785714285714
d_864,25646,3338,7785,2013-06-10,24020.89285714286,8457.57142857143,3629.964285714286
d_865,24396,3170,7059,2013-06-11,24097.678571428572,8446.607142857143,3626.285714285714
d_866,23761,3262,6919,2013-06-12,24095.75,8433.32142857143,3617.6071428571427
d_867,23801,3499,6888,2013-06-13,24187.964285714286,8411.714285714286,3627.3928571428573
d_868,27608,3644,8515,2013-06-14,24352.964285714286,8419.42857142857,3636.285714285714
d_869,32134,4131,10044,2013-06-15,24557.285714285714,8416.035714285714,3631.035714285714
d_870,27319,3783,8588,2013-06-16,24524.14285714286,8353.464285714286,3620.214285714286
d_871,23283,3247,7588,2013-06-17,24559.214285714286,8334.25,3621.214285714286
d_872,20606,3322,7249,2013-06-18,24582.85714285714,8334.107142857143,3629.535714285714
d_873,20674,3312,7084,2013-06-19,24651.035714285714,8337.535714285714,3634.1785714285716
d_874,21402,3367,7002,2013-06-20,24686.464285714286,8330.892857142857,3636.4285714285716
d_875,24488,3895,8320,2013-06-21,24751.35714285714,8326.285714285714,3634.0714285714284
d_876,27911,4409,9956,2013-06-22,24837.785714285714,8343.964285714286,3641.8571428571427
d_877,29458,3689,10128,2013-06-23,25033.75,8402.142857142857,3645.785714285714
d_878,22707,3478,7933,2013-06-24,24995.214285714286,8364.464285714286,3644.8928571428573
d_879,21243,3256,7104,2013-06-25,25079.928571428572,8364.214285714286,3642.75
d_880,20832,3144,6380,2013-06-26,25206.535714285714,8358.5,3642.8928571428573
d_881,21410,3113,6934,2013-06-27,25315.5,8361.642857142857,3649.785714285714
d_882,25490,3365,7898,2013-06-28,25401.75,8309.32142857143,3639.6785714285716
d_883,31071,4001,9877,2013-06-29,25481.10714285714,8253.464285714286,3621.214285714286
d_884,30544,4326,9953,2013-06-30,25454.178571428572,8197.82142857143,3608.1071428571427
d_885,26314,3728,8674,2013-07-01,25454.964285714286,8185.5,3600.75
d_886,26303,3188,7751,2013-07-02,25578.25,8184.821428571428,3600.75
d_887,31602,3946,8451,2013-07-03,25829.178571428572,8214.0,3609.5
d_888,27106,2883,6794,2013-07-04,25961.39285714286,8192.892857142857,3591.8571428571427
d_889,28648,3578,8581,2013-07-05,26065.85714285714,8205.285714285714,3589.464285714286
d_890,28951,3777,9104,2013-07-06,26012.178571428572,8176.107142857143,3571.785714285714
d_891,31319,3548,9757,2013-07-07,25929.535714285714,8154.142857142857,3549.964285714286
d_892,26562,3044,7854,2013-07-08,25962.25,8156.607142857143,3539.464285714286
d_893,27131,2704,7418,2013-07-09,26059.928571428572,8169.428571428572,3522.8214285714284
d_894,24293,3000,7286,2013-07-10,26078.928571428572,8182.535714285715,3513.464285714286
d_895,25863,3051,7447,2013-07-11,26152.571428571428,8202.5,3497.464285714286
d_896,28372,3532,9375,2013-07-12,26179.85714285714,8233.214285714286,3493.464285714286
d_897,30521,3675,10989,2013-07-13,26122.25,8266.964285714286,3477.1785714285716
d_898,32337,3634,10701,2013-07-14,26301.464285714286,8342.42857142857,3471.8571428571427
d_899,26504,3079,8041,2013-07-15,26416.5,8358.607142857143,3465.8571428571427
d_900,22897,3257,7783,2013-07-16,26498.321428571428,8377.67857142857,3463.535714285714
d_901,22318,3044,7105,2013-07-17,26557.035714285714,8378.42857142857,3453.964285714286
d_902,23872,3013,7036,2013-07-18,26645.25,8379.642857142857,3441.3214285714284
d_903,24589,3375,8230,2013-07-19,26648.85714285714,8376.42857142857,3422.75
d_904,27666,4373,9488,2013-07-20,26640.10714285714,8359.714285714286,3421.464285714286
d_905,28334,3823,9882,2013-07-21,26599.964285714286,8350.92857142857,3426.25
d_906,22238,2834,7131,2013-07-22,26583.214285714286,8322.285714285714,3403.25
d_907,21349,3101,6854,2013-07-23,26587.0,8313.357142857143,3397.714285714286
d_908,20791,2835,7842,2013-07-24,26585.535714285714,8365.57142857143,3386.6785714285716
d_909,21528,3066,7222,2013-07-25,26589.75,8375.857142857143,3385.0
d_910,24752,3465,8626,2013-07-26,26563.39285714286,8401.857142857143,3388.5714285714284
d_911,27739,3812,10121,2013-07-27,26444.39285714286,8410.57142857143,3381.8214285714284
d_912,27807,3508,9165,2013-07-28,26346.64285714286,8382.42857142857,3352.6071428571427
d_913,21587,3064,7112,2013-07-29,26177.821428571428,8326.642857142857,3328.8928571428573
d_914,20370,2992,6800,2013-07-30,25965.928571428572,8292.67857142857,3321.8928571428573
d_915,20925,3214,7116,2013-07-31,25584.60714285714,8245.0,3295.75
d_916,25116,3540,8653,2013-08-01,25513.535714285714,8311.392857142857,3319.214285714286
d_917,28261,4131,9271,2013-08-02,25499.714285714286,8336.035714285714,3338.964285714286
d_918,32470,4312,10323,2013-08-03,25625.39285714286,8379.57142857143,3358.0714285714284
d_919,30305,3708,10426,2013-08-04,25589.178571428572,8403.464285714286,3363.785714285714
d_920,27486,3546,8117,2013-08-05,25622.178571428572,8412.857142857143,3381.714285714286
d_921,26383,3079,7232,2013-08-06,25595.464285714286,8406.214285714286,3395.1071428571427
d_922,25500,2610,6969,2013-08-07,25638.571428571428,8394.892857142857,3381.1785714285716
d_923,24957,2796,7133,2013-08-08,25606.214285714286,8383.67857142857,3372.0714285714284
d_924,28796,3280,8623,2013-08-09,25621.35714285714,8356.82142857143,3363.0714285714284
d_925,30667,3716,10529,2013-08-10,25626.571428571428,8340.392857142857,3364.535714285714
d_926,33862,3458,10200,2013-08-11,25681.035714285714,8322.5,3358.25
d_927,27951,3123,7679,2013-08-12,25732.714285714286,8309.57142857143,3359.8214285714284
d_928,25096,2873,7175,2013-08-13,25811.25,8287.857142857143,3346.1071428571427
d_929,24005,2961,6766,2013-08-14,25871.5,8275.75,3343.1428571428573
d_930,26910,2904,7829,2013-08-15,25980.0,8304.07142857143,3339.25
d_931,26324,3361,8340,2013-08-16,26041.964285714286,8308.0,3338.75
d_932,30301,3931,10199,2013-08-17,26136.071428571428,8333.392857142857,3322.964285714286
d_933,30396,3629,10869,2013-08-18,26209.714285714286,8368.642857142857,3316.035714285714
d_934,24274,2867,8096,2013-08-19,26282.428571428572,8403.107142857143,3317.214285714286
d_935,21256,2934,7435,2013-08-20,26279.10714285714,8423.857142857143,3311.25
d_936,22326,3130,7177,2013-08-21,26333.928571428572,8400.107142857143,3321.785714285714
d_937,21472,2861,7460,2013-08-22,26331.928571428572,8408.607142857143,3314.464285714286
d_938,25269,3566,8278,2013-08-23,26350.39285714286,8396.17857142857,3318.0714285714284
d_939,30500,3850,10486,2013-08-24,26449.0,8409.214285714286,3319.4285714285716
d_940,33880,4035,10662,2013-08-25,26665.89285714286,8462.67857142857,3338.25
d_941,23550,2758,7892,2013-08-26,26736.0,8490.535714285714,3327.3214285714284
d_942,22994,2823,7146,2013-08-27,26829.714285714286,8502.892857142857,3321.285714285714
d_943,22293,3110,7053,2013-08-28,26878.571428571428,8500.642857142857,3317.5714285714284
d_944,22012,2809,6889,2013-08-29,26767.714285714286,8437.642857142857,3291.464285714286
d_945,28387,3753,9481,2013-08-30,26772.214285714286,8445.142857142857,3277.964285714286
d_946,32728,4115,11129,2013-08-31,26781.428571428572,8473.92857142857,3270.9285714285716
d_947,32305,2676,9760,2013-09-01,26852.85714285714,8450.142857142857,3234.0714285714284
d_948,34391,2580,10101,2013-09-02,27099.464285714286,8521.0,3199.5714285714284
d_949,27725,2105,7969,2013-09-03,27147.39285714286,8547.32142857143,3164.785714285714
d_950,24197,1955,7176,2013-09-04,27100.85714285714,8554.714285714286,3141.3928571428573
d_951,26048,2087,7290,2013-09-05,27139.821428571428,8560.32142857143,3116.0714285714284
d_952,28227,2339,8118,2013-09-06,27119.5,8542.285714285714,3082.464285714286
d_953,34533,2625,10442,2013-09-07,27257.571428571428,8539.17857142857,3043.5
d_954,37186,4095,10459,2013-09-08,27376.285714285714,8548.42857142857,3066.25
d_955,29345,2817,7603,2013-09-09,27426.071428571428,8545.714285714286,3055.3214285714284
d_956,24918,2675,7070,2013-09-10,27419.714285714286,8541.964285714286,3048.25
d_957,26313,2859,7023,2013-09-11,27502.14285714286,8551.142857142857,3044.6071428571427
d_958,26569,3028,7170,2013-09-12,27489.964285714286,8527.607142857143,3049.035714285714
d_959,28463,3949,8559,2013-09-13,27566.35714285714,8535.42857142857,3070.035714285714
d_960,34404,4049,10713,2013-09-14,27712.89285714286,8553.785714285714,3074.25
d_961,35849,4047,11074,2013-09-15,27907.64285714286,8561.107142857143,3089.1785714285716
d_962,25785,2946,8044,2013-09-16,27961.60714285714,8559.25,3092.0
d_963,22579,2937,7055,2013-09-17,28008.85714285714,8545.67857142857,3092.1071428571427
d_964,21622,2764,6895,2013-09-18,27983.714285714286,8535.607142857143,3079.035714285714
d_965,20877,2713,7233,2013-09-19,27962.464285714286,8527.5,3073.75
d_966,23911,3495,8875,2013-09-20,27913.964285714286,8548.82142857143,3071.214285714286
d_967,30161,4349,11491,2013-09-21,27901.85714285714,8584.714285714286,3089.035714285714
d_968,31063,3972,11175,2013-09-22,27801.25,8603.035714285714,3086.785714285714
d_969,22380,3243,7161,2013-09-23,27759.464285714286,8576.92857142857,3104.1071428571427
d_970,21241,3077,6746,2013-09-24,27696.85714285714,8562.642857142857,3113.1785714285716
d_971,20242,2947,6770,2013-09-25,27623.60714285714,8552.535714285714,3107.3571428571427
d_972,20733,2926,6989,2013-09-26,27577.928571428572,8556.107142857143,3111.535714285714
d_973,23512,3538,8452,2013-09-27,27403.821428571428,8519.357142857143,3103.8571428571427
d_974,29453,4511,10477,2013-09-28,27286.85714285714,8496.07142857143,3118.0
d_975,29944,4012,10440,2013-09-29,27202.535714285714,8520.357142857143,3165.714285714286
d_976,21646,3334,7913,2013-09-30,26747.35714285714,8442.214285714286,3192.6428571428573
d_977,23793,3685,9252,2013-10-01,26606.928571428572,8488.035714285714,3249.0714285714284
d_978,22848,3446,7606,2013-10-02,26558.75,8503.392857142857,3302.3214285714284
d_979,25012,3750,8453,2013-10-03,26521.75,8544.92857142857,3361.714285714286
