d,total_sales,date,weekday,wday,month,year,event_name_1,event_type_1,snap_CA,snap_TX,snap_WI,rolling_28_sales
d_662,30274,2012-11-20,Tuesday,4,11,2012,,,0,0,0,33055.75
d_663,35208,2012-11-21,Wednesday,5,11,2012,,,0,0,0,33442.107142857145
d_664,21909,2012-11-22,Thursday,6,11,2012,Thanksgiving,National,0,0,0,33356.28571428572
d_665,23423,2012-11-23,Friday,7,11,2012,,,0,0,0,33054.857142857145
d_666,30016,2012-11-24,Saturday,1,11,2012,,,0,0,0,32750.178571428572
d_667,32732,2012-11-25,Sunday,2,11,2012,,,0,0,0,32591.178571428572
d_668,26476,2012-11-26,Monday,3,11,2012,,,0,0,0,32551.714285714286
d_669,24489,2012-11-27,Tuesday,4,11,2012,,,0,0,0,32423.464285714286
d_670,23545,2012-11-28,Wednesday,5,11,2012,,,0,0,0,32372.39285714286
d_671,23868,2012-11-29,Thursday,6,11,2012,,,0,0,0,32115.85714285714
d_672,30389,2012-11-30,Friday,7,11,2012,,,0,0,0,31932.821428571428
d_673,42496,2012-12-01,Saturday,1,12,2012,,,1,1,0,31840.571428571428
d_674,40940,2012-12-02,Sunday,2,12,2012,,,1,0,1,31783.25
d_675,35337,2012-12-03,Monday,3,12,2012,,,1,1,1,31864.678571428572
d_676,28819,2012-12-04,Tuesday,4,12,2012,,,1,0,0,31804.14285714286
d_677,31184,2012-12-05,Wednesday,5,12,2012,,,1,1,1,31857.75
d_678,31124,2012-12-06,Thursday,6,12,2012,,,1,1,1,31870.85714285714
d_679,33594,2012-12-07,Friday,7,12,2012,,,1,1,0,31794.85714285714
d_680,41573,2012-12-08,Saturday,1,12,2012,,,1,0,1,31748.035714285714
d_681,42526,2012-12-09,Sunday,2,12,2012,,,1,1,1,31712.64285714286
d_682,31089,2012-12-10,Monday,3,12,2012,,,1,0,0,31636.785714285714
d_683,30298,2012-12-11,Tuesday,4,12,2012,,,0,1,1,31707.85714285714
d_684,30016,2012-12-12,Wednesday,5,12,2012,,,0,1,1,31785.75
d_685,28671,2012-12-13,Thursday,6,12,2012,,,0,1,0,31748.535714285714
d_686,32902,2012-12-14,Friday,7,12,2012,,,0,0,1,31794.464285714286
d_687,42390,2012-12-15,Saturday,1,12,2012,,,0,1,1,31864.071428571428
d_688,40053,2012-12-16,Sunday,2,12,2012,Chanukah End,Religious,0,0,0,31952.535714285714
d_689,31025,2012-12-17,Monday,3,12,2012,,,0,0,0,32013.071428571428
d_690,30254,2012-12-18,Tuesday,4,12,2012,,,0,0,0,32012.35714285714
d_691,31782,2012-12-19,Wednesday,5,12,2012,,,0,0,0,31890.0
d_692,30872,2012-12-20,Thursday,6,12,2012,,,0,0,0,32210.10714285714
d_693,32848,2012-12-21,Friday,7,12,2012,,,0,0,0,32546.714285714286
d_694,40015,2012-12-22,Saturday,1,12,2012,,,0,0,0,32903.82142857143
d_695,38987,2012-12-23,Sunday,2,12,2012,,,0,0,0,33127.21428571428
d_696,32623,2012-12-24,Monday,3,12,2012,,,0,0,0,33346.75
d_697,11,2012-12-25,Tuesday,4,12,2012,Christmas,National,0,0,0,32472.535714285714
d_698,29701,2012-12-26,Wednesday,5,12,2012,,,0,0,0,32692.39285714286
d_699,29086,2012-12-27,Thursday,6,12,2012,,,0,0,0,32878.75
d_700,32347,2012-12-28,Friday,7,12,2012,,,0,0,0,32948.67857142857
d_701,37154,2012-12-29,Saturday,1,12,2012,,,0,0,0,32757.89285714286
d_702,35699,2012-12-30,Sunday,2,12,2012,,,0,0,0,32570.714285714286
d_703,35036,2012-12-31,Monday,3,12,2012,,,0,0,0,32559.964285714286
d_704,24087,2013-01-01,Tuesday,4,1,2013,NewYear,National,1,1,0,32390.964285714286
d_705,32184,2013-01-02,Wednesday,5,1,2013,,,1,0,1,32426.678571428572
d_706,36241,2013-01-03,Thursday,6,1,2013,,,1,1,1,32609.428571428572
d_707,33742,2013-01-04,Friday,7,1,2013,,,1,0,0,32614.714285714286
d_708,43287,2013-01-05,Saturday,1,1,2013,,,1,1,1,32675.928571428572
d_709,43994,2013-01-06,Sunday,2,1,2013,,,1,1,1,32728.35714285714
d_710,33517,2013-01-07,Monday,3,1,2013,OrthodoxChristmas,Religious,1,1,0,32815.07142857143
d_711,31220,2013-01-08,Tuesday,4,1,2013,,,1,0,1,32848.0
d_712,29532,2013-01-09,Wednesday,5,1,2013,,,1,1,1,32830.71428571428
d_713,29793,2013-01-10,Thursday,6,1,2013,,,1,0,0,32870.78571428572
d_714,34476,2013-01-11,Friday,7,1,2013,,,0,1,1,32927.0
d_715,45878,2013-01-12,Saturday,1,1,2013,,,0,1,1,33051.57142857143
d_716,40207,2013-01-13,Sunday,2,1,2013,,,0,1,0,33057.07142857143
d_717,30614,2013-01-14,Monday,3,1,2013,,,0,0,1,33042.392857142855
d_718,30901,2013-01-15,Tuesday,4,1,2013,,,0,1,1,33065.5
d_719,28802,2013-01-16,Wednesday,5,1,2013,,,0,0,0,32959.07142857143
d_720,28370,2013-01-17,Thursday,6,1,2013,,,0,0,0,32869.71428571428
d_721,32812,2013-01-18,Friday,7,1,2013,,,0,0,0,32868.42857142857
d_722,42267,2013-01-19,Saturday,1,1,2013,,,0,0,0,32948.857142857145
d_723,37041,2013-01-20,Sunday,2,1,2013,,,0,0,0,32879.357142857145
d_724,30887,2013-01-21,Monday,3,1,2013,MartinLutherKingDay,National,0,0,0,32817.357142857145
d_725,25556,2013-01-22,Tuesday,4,1,2013,,,0,0,0,33729.67857142857
d_726,25594,2013-01-23,Wednesday,5,1,2013,,,0,0,0,33583.0
d_727,24967,2013-01-24,Thursday,6,1,2013,,,0,0,0,33435.892857142855
d_728,29852,2013-01-25,Friday,7,1,2013,,,0,0,0,33346.78571428572
d_729,40693,2013-01-26,Saturday,1,1,2013,,,0,0,0,33473.17857142857
d_730,38427,2013-01-27,Sunday,2,1,2013,,,0,0,0,33570.607142857145
d_731,27796,2013-01-28,Monday,3,1,2013,,,0,0,0,33312.03571428572
d_732,25549,2013-01-29,Tuesday,4,1,2013,,,0,0,0,33364.25
d_733,23523,2013-01-30,Wednesday,5,1,2013,,,0,0,0,33054.92857142857
d_734,26751,2013-01-31,Thursday,6,1,2013,,,0,0,0,32716.0
d_735,39076,2013-02-01,Friday,7,2,2013,,,1,1,0,32906.5
d_736,51032,2013-02-02,Saturday,1,2,2013,,,1,0,1,33183.107142857145
d_737,41558,2013-02-03,Sunday,2,2,2013,SuperBowl,Sporting,1,1,1,33096.107142857145
d_738,28992,2013-02-04,Monday,3,2,2013,,,1,0,0,32934.5
d_739,31633,2013-02-05,Tuesday,4,2,2013,,,1,1,1,32949.25
d_740,31937,2013-02-06,Wednesday,5,2,2013,,,1,1,1,33035.142857142855
d_741,29699,2013-02-07,Thursday,6,2,2013,,,1,1,0,33031.78571428572
d_742,35546,2013-02-08,Friday,7,2,2013,,,1,0,1,33070.0
d_743,45852,2013-02-09,Saturday,1,2,2013,,,1,1,1,33069.07142857143
d_744,43910,2013-02-10,Sunday,2,2,2013,,,1,0,0,33201.32142857143
d_745,36617,2013-02-11,Monday,3,2,2013,,,0,1,1,33415.71428571428
d_746,36141,2013-02-12,Tuesday,4,2,2013,,,0,1,1,33602.857142857145
d_747,38551,2013-02-13,Wednesday,5,2,2013,LentStart,Religious,0,1,0,33951.03571428572
d_748,30209,2013-02-14,Thursday,6,2,2013,ValentinesDay,Cultural,0,0,1,34016.71428571428
d_749,38260,2013-02-15,Friday,7,2,2013,,,0,1,1,34211.28571428572
d_750,45157,2013-02-16,Saturday,1,2,2013,,,0,0,0,34314.5
d_751,44653,2013-02-17,Sunday,2,2,2013,,,0,0,0,34586.357142857145
d_752,34638,2013-02-18,Monday,3,2,2013,PresidentsDay,National,0,0,0,34720.32142857143
d_753,28248,2013-02-19,Tuesday,4,2,2013,,,0,0,0,34816.46428571428
d_754,30201,2013-02-20,Wednesday,5,2,2013,LentWeek2,Religious,0,0,0,34981.0
d_755,31408,2013-02-21,Thursday,6,2,2013,,,0,0,0,35211.03571428572
d_756,32563,2013-02-22,Friday,7,2,2013,,,0,0,0,35307.857142857145
d_757,43031,2013-02-23,Saturday,1,2,2013,,,0,0,0,35391.357142857145
d_758,44142,2013-02-24,Sunday,2,2,2013,Purim End,Religious,0,0,0,35595.46428571428
d_759,32020,2013-02-25,Monday,3,2,2013,,,0,0,0,35746.32142857143
d_760,27328,2013-02-26,Tuesday,4,2,2013,,,0,0,0,35809.857142857145
d_761,27884,2013-02-27,Wednesday,5,2,2013,,,0,0,0,35965.607142857145
d_762,30374,2013-02-28,Thursday,6,2,2013,,,0,0,0,36095.0
d_763,39451,2013-03-01,Friday,7,3,2013,,,1,1,0,36108.392857142855
d_764,49772,2013-03-02,Saturday,1,3,2013,,,1,0,1,36063.392857142855
d_765,48247,2013-03-03,Sunday,2,3,2013,,,1,1,1,36302.28571428572
d_766,35817,2013-03-04,Monday,3,3,2013,,,1,0,0,36546.03571428572
d_767,31236,2013-03-05,Tuesday,4,3,2013,,,1,1,1,36531.857142857145
d_768,32028,2013-03-06,Wednesday,5,3,2013,,,1,1,1,36535.107142857145
d_769,29770,2013-03-07,Thursday,6,3,2013,,,1,1,0,36537.642857142855
d_770,34292,2013-03-08,Friday,7,3,2013,,,1,0,1,36492.857142857145
d_771,44889,2013-03-09,Saturday,1,3,2013,,,1,1,1,36458.46428571428
d_772,44108,2013-03-10,Sunday,2,3,2013,,,1,0,0,36465.53571428572
d_773,36438,2013-03-11,Monday,3,3,2013,,,0,1,1,36459.142857142855
d_774,33792,2013-03-12,Tuesday,4,3,2013,,,0,1,1,36375.25
d_775,31808,2013-03-13,Wednesday,5,3,2013,,,0,1,0,36134.42857142857
d_776,33167,2013-03-14,Thursday,6,3,2013,,,0,0,1,36240.07142857143
d_777,37501,2013-03-15,Friday,7,3,2013,,,0,1,1,36212.96428571428
d_778,43652,2013-03-16,Saturday,1,3,2013,,,0,0,0,36159.21428571428
d_779,42570,2013-03-17,Sunday,2,3,2013,StPatricksDay,Cultural,0,0,0,36084.82142857143
d_780,31365,2013-03-18,Monday,3,3,2013,,,0,0,0,35967.92857142857
d_781,29012,2013-03-19,Tuesday,4,3,2013,,,0,0,0,35995.21428571428
d_782,29456,2013-03-20,Wednesday,5,3,2013,,,0,0,0,35968.607142857145
d_783,29642,2013-03-21,Thursday,6,3,2013,,,0,0,0,35905.53571428572
d_784,33168,2013-03-22,Friday,7,3,2013,,,0,0,0,35927.142857142855
d_785,40620,2013-03-23,Saturday,1,3,2013,,,0,0,0,35841.03571428572
d_786,40633,2013-03-24,Sunday,2,3,2013,,,0,0,0,35715.71428571428
d_787,29667,2013-03-25,Monday,3,3,2013,,,0,0,0,35631.67857142857
d_788,28632,2013-03-26,Tuesday,4,3,2013,,,0,0,0,35678.25
d_789,28258,2013-03-27,Wednesday,5,3,2013,,,0,0,0,35691.607142857145
d_790,29654,2013-03-28,Thursday,6,3,2013,,,0,0,0,35665.892857142855
d_791,38067,2013-03-29,Friday,7,3,2013,,,0,0,0,35616.46428571428
d_792,46410,2013-03-30,Saturday,1,3,2013,,,0,0,0,35496.392857142855
d_793,34448,2013-03-31,Sunday,2,3,2013,Easter,Cultural,0,0,0,35003.57142857143
d_794,34522,2013-04-01,Monday,3,4,2013,,,1,1,0,34957.32142857143
d_795,34642,2013-04-02,Tuesday,4,4,2013,Pesach End,Religious,1,0,1,35078.96428571428
d_796,35594,2013-04-03,Wednesday,5,4,2013,,,1,1,1,35206.32142857143
d_797,32174,2013-04-04,Thursday,6,4,2013,,,1,0,0,35292.17857142857
d_798,38056,2013-04-05,Friday,7,4,2013,,,1,1,1,35426.607142857145
d_799,46821,2013-04-06,Saturday,1,4,2013,,,1,1,1,35495.607142857145
d_800,46444,2013-04-07,Sunday,2,4,2013,,,1,1,0,35579.03571428572
d_801,35017,2013-04-08,Monday,3,4,2013,,,1,0,1,35528.28571428572
d_802,33750,2013-04-09,Tuesday,4,4,2013,,,1,1,1,35526.78571428572
d_803,31441,2013-04-10,Wednesday,5,4,2013,,,1,0,0,35513.67857142857
d_804,32692,2013-04-11,Thursday,6,4,2013,,,0,1,1,35496.71428571428
d_805,36082,2013-04-12,Friday,7,4,2013,,,0,1,1,35446.03571428572
d_806,43645,2013-04-13,Saturday,1,4,2013,,,0,1,0,35445.78571428572
d_807,43990,2013-04-14,Sunday,2,4,2013,,,0,0,1,35496.5
d_808,34102,2013-04-15,Monday,3,4,2013,,,0,1,1,35594.25
d_809,31039,2013-04-16,Tuesday,4,4,2013,,,0,0,0,35666.642857142855
d_810,28815,2013-04-17,Wednesday,5,4,2013,,,0,0,0,35643.75
d_811,28474,2013-04-18,Thursday,6,4,2013,,,0,0,0,35602.03571428572
d_812,32829,2013-04-19,Friday,7,4,2013,,,0,0,0,35589.92857142857
d_813,40857,2013-04-20,Saturday,1,4,2013,,,0,0,0,35598.392857142855
d_814,39931,2013-04-21,Sunday,2,4,2013,,,0,0,0,35573.32142857143
d_815,29951,2013-04-22,Monday,3,4,2013,,,0,0,0,35583.46428571428
d_816,27059,2013-04-23,Tuesday,4,4,2013,,,0,0,0,35527.28571428572
d_817,27607,2013-04-24,Wednesday,5,4,2013,,,0,0,0,35504.03571428572
d_818,27476,2013-04-25,Thursday,6,4,2013,,,0,0,0,35426.25
d_819,31206,2013-04-26,Friday,7,4,2013,,,0,0,0,35181.21428571428
d_820,35329,2013-04-27,Saturday,1,4,2013,,,0,0,0,34785.46428571428
d_821,38902,2013-04-28,Sunday,2,4,2013,,,0,0,0,34944.53571428572
d_822,27445,2013-04-29,Monday,3,4,2013,,,0,0,0,34691.78571428572
d_823,28144,2013-04-30,Tuesday,4,4,2013,,,0,0,0,34459.71428571428
d_824,31358,2013-05-01,Wednesday,5,5,2013,,,1,1,0,34308.42857142857
d_825,31741,2013-05-02,Thursday,6,5,2013,,,1,0,1,34292.96428571428
d_826,36950,2013-05-03,Friday,7,5,2013,,,1,1,1,34253.46428571428
d_827,40812,2013-05-04,Saturday,1,5,2013,,,1,0,0,34038.857142857145
d_828,43203,2013-05-05,Sunday,2,5,2013,OrthodoxEaster,Religious,1,1,1,33923.107142857145
d_829,35368,2013-05-06,Monday,3,5,2013,,,1,1,1,33935.642857142855
d_830,31673,2013-05-07,Tuesday,4,5,2013,,,1,1,0,33861.46428571428
d_831,31346,2013-05-08,Wednesday,5,5,2013,,,1,0,1,33858.07142857143
d_832,32938,2013-05-09,Thursday,6,5,2013,,,1,1,1,33866.857142857145
d_833,33497,2013-05-10,Friday,7,5,2013,,,1,0,0,33774.53571428572
d_834,45385,2013-05-11,Saturday,1,5,2013,,,0,1,1,33836.67857142857
d_835,37390,2013-05-12,Sunday,2,5,2013,Mother's day,Cultural,0,1,1,33600.96428571428
d_836,34609,2013-05-13,Monday,3,5,2013,,,0,1,0,33619.07142857143
d_837,32885,2013-05-14,Tuesday,4,5,2013,,,0,0,1,33685.0
d_838,34611,2013-05-15,Wednesday,5,5,2013,,,0,1,1,33892.0
d_839,31937,2013-05-16,Thursday,6,5,2013,,,0,0,0,34015.67857142857
d_840,34682,2013-05-17,Friday,7,5,2013,,,0,0,0,34081.857142857145
d_841,40830,2013-05-18,Saturday,1,5,2013,,,0,0,0,34080.892857142855
d_842,42673,2013-05-19,Sunday,2,5,2013,,,0,0,0,34178.82142857143
d_843,33646,2013-05-20,Monday,3,5,2013,,,0,0,0,34310.78571428572
d_844,30286,2013-05-21,Tuesday,4,5,2013,,,0,0,0,34426.03571428572
d_845,28935,2013-05-22,Wednesday,5,5,2013,,,0,0,0,34473.46428571428
d_846,30902,2013-05-23,Thursday,6,5,2013,,,0,0,0,34595.82142857143
d_847,35081,2013-05-24,Friday,7,5,2013,,,0,0,0,34734.21428571428
d_848,39143,2013-05-25,Saturday,1,5,2013,,,0,0,0,34870.42857142857
d_849,36049,2013-05-26,Sunday,2,5,2013,,,0,0,0,34768.53571428572
d_850,36277,2013-05-27,Monday,3,5,2013,MemorialDay,National,0,0,0,35083.96428571428
d_851,29298,2013-05-28,Tuesday,4,5,2013,,,0,0,0,35125.17857142857
d_852,26967,2013-05-29,Wednesday,5,5,2013,,,0,0,0,34968.357142857145
d_853,28125,2013-05-30,Thursday,6,5,2013,,,0,0,0,34839.21428571428
d_854,36086,2013-05-31,Friday,7,5,2013,,,0,0,0,34808.357142857145
d_855,44808,2013-06-01,Saturday,1,6,2013,,,1,1,0,34951.07142857143
d_856,47502,2013-06-02,Sunday,2,6,2013,,,1,0,1,35104.607142857145
d_857,39245,2013-06-03,Monday,3,6,2013,,,1,1,1,35243.07142857143
d_858,33809,2013-06-04,Tuesday,4,6,2013,,,1,0,0,35319.357142857145
d_859,35911,2013-06-05,Wednesday,5,6,2013,,,1,1,1,35482.392857142855
d_860,34166,2013-06-06,Thursday,6,6,2013,NBAFinalsStart,Sporting,1,1,1,35526.25
d_861,37602,2013-06-07,Friday,7,6,2013,,,1,1,0,35672.857142857145
d_862,44647,2013-06-08,Saturday,1,6,2013,,,1,0,1,35646.5
d_863,48164,2013-06-09,Sunday,2,6,2013,,,1,1,1,36031.28571428572
d_864,36769,2013-06-10,Monday,3,6,2013,,,1,0,0,36108.42857142857
d_865,34625,2013-06-11,Tuesday,4,6,2013,,,0,1,1,36170.57142857143
d_866,33942,2013-06-12,Wednesday,5,6,2013,,,0,1,1,36146.67857142857
d_867,34188,2013-06-13,Thursday,6,6,2013,,,0,1,0,36227.07142857143
d_868,39767,2013-06-14,Friday,7,6,2013,,,0,0,1,36408.67857142857
d_869,46309,2013-06-15,Saturday,1,6,2013,,,0,1,1,36604.357142857145
d_870,39690,2013-06-16,Sunday,2,6,2013,Father's day,Cultural,0,0,0,36497.82142857143
d_871,34118,2013-06-17,Monday,3,6,2013,,,0,0,0,36514.67857142857
d_872,31177,2013-06-18,Tuesday,4,6,2013,,,0,0,0,36546.5
d_873,31070,2013-06-19,Wednesday,5,6,2013,,,0,0,0,36622.75
d_874,31771,2013-06-20,Thursday,6,6,2013,NBAFinalsEnd,Sporting,0,0,0,36653.78571428572
d_875,36703,2013-06-21,Friday,7,6,2013,,,0,0,0,36711.71428571428
d_876,42276,2013-06-22,Saturday,1,6,2013,,,0,0,0,36823.607142857145
d_877,43275,2013-06-23,Sunday,2,6,2013,,,0,0,0,37081.67857142857
d_878,34118,2013-06-24,Monday,3,6,2013,,,0,0,0,37004.57142857143
d_879,31603,2013-06-25,Tuesday,4,6,2013,,,0,0,0,37086.892857142855
d_880,30356,2013-06-26,Wednesday,5,6,2013,,,0,0,0,37207.92857142857
d_881,31457,2013-06-27,Thursday,6,6,2013,,,0,0,0,37326.92857142857
d_882,36753,2013-06-28,Friday,7,6,2013,,,0,0,0,37350.75
d_883,44949,2013-06-29,Saturday,1,6,2013,,,0,0,0,37355.78571428572
d_884,44823,2013-06-30,Sunday,2,6,2013,,,0,0,0,37260.107142857145
d_885,38716,2013-07-01,Monday,3,7,2013,,,1,1,0,37241.21428571428
d_886,37242,2013-07-02,Tuesday,4,7,2013,,,1,0,1,37363.82142857143
d_887,43999,2013-07-03,Wednesday,5,7,2013,,,1,1,1,37652.67857142857
d_888,36783,2013-07-04,Thursday,6,7,2013,IndependenceDay,National,1,0,0,37746.142857142855
d_889,40807,2013-07-05,Friday,7,7,2013,,,1,1,1,37860.607142857145
d_890,41832,2013-07-06,Saturday,1,7,2013,,,1,1,1,37760.07142857143
d_891,44624,2013-07-07,Sunday,2,7,2013,,,1,1,0,37633.642857142855
d_892,37460,2013-07-08,Monday,3,7,2013,,,1,0,1,37658.32142857143
d_893,37253,2013-07-09,Tuesday,4,7,2013,Ramadan starts,Religious,1,1,1,37752.17857142857
d_894,34579,2013-07-10,Wednesday,5,7,2013,,,1,0,0,37774.92857142857
d_895,36361,2013-07-11,Thursday,6,7,2013,,,0,1,1,37852.53571428572
d_896,41279,2013-07-12,Friday,7,7,2013,,,0,1,1,37906.53571428572
d_897,45185,2013-07-13,Saturday,1,7,2013,,,0,1,0,37866.392857142855
d_898,46672,2013-07-14,Sunday,2,7,2013,,,0,0,1,38115.75
d_899,37624,2013-07-15,Monday,3,7,2013,,,0,1,1,38240.96428571428
d_900,33937,2013-07-16,Tuesday,4,7,2013,,,0,0,0,38339.53571428572
d_901,32467,2013-07-17,Wednesday,5,7,2013,,,0,0,0,38389.42857142857
d_902,33921,2013-07-18,Thursday,6,7,2013,,,0,0,0,38466.21428571428
d_903,36194,2013-07-19,Friday,7,7,2013,,,0,0,0,38448.03571428572
d_904,41527,2013-07-20,Saturday,1,7,2013,,,0,0,0,38421.28571428572
d_905,42039,2013-07-21,Sunday,2,7,2013,,,0,0,0,38377.142857142855
d_906,32203,2013-07-22,Monday,3,7,2013,,,0,0,0,38308.75
d_907,31304,2013-07-23,Tuesday,4,7,2013,,,0,0,0,38298.07142857143
d_908,31468,2013-07-24,Wednesday,5,7,2013,,,0,0,0,38337.78571428572
d_909,31816,2013-07-25,Thursday,6,7,2013,,,0,0,0,38350.607142857145
d_910,36843,2013-07-26,Friday,7,7,2013,,,0,0,0,38353.82142857143
d_911,41672,2013-07-27,Saturday,1,7,2013,,,0,0,0,38236.78571428572
d_912,40480,2013-07-28,Sunday,2,7,2013,,,0,0,0,38081.67857142857
d_913,31763,2013-07-29,Monday,3,7,2013,,,0,0,0,37833.357142857145
d_914,30162,2013-07-30,Tuesday,4,7,2013,,,0,0,0,37580.5
d_915,31255,2013-07-31,Wednesday,5,7,2013,,,0,0,0,37125.357142857145
d_916,37309,2013-08-01,Thursday,6,8,2013,,,1,1,0,37144.142857142855
d_917,41663,2013-08-02,Friday,7,8,2013,,,1,0,1,37174.71428571428
d_918,47105,2013-08-03,Saturday,1,8,2013,,,1,1,1,37363.03571428572
d_919,44439,2013-08-04,Sunday,2,8,2013,,,1,0,0,37356.42857142857
d_920,39149,2013-08-05,Monday,3,8,2013,,,1,1,1,37416.75
d_921,36694,2013-08-06,Tuesday,4,8,2013,,,1,1,1,37396.78571428572
d_922,35079,2013-08-07,Wednesday,5,8,2013,,,1,1,0,37414.642857142855
d_923,34886,2013-08-08,Thursday,6,8,2013,Eid al-Fitr,Religious,1,0,1,37361.96428571428
d_924,40699,2013-08-09,Friday,7,8,2013,,,1,1,1,37341.25
d_925,44912,2013-08-10,Saturday,1,8,2013,,,1,0,0,37331.5
d_926,47520,2013-08-11,Sunday,2,8,2013,,,0,1,1,37361.78571428572
d_927,38753,2013-08-12,Monday,3,8,2013,,,0,1,1,37402.107142857145
d_928,35144,2013-08-13,Tuesday,4,8,2013,,,0,1,0,37445.21428571428
d_929,33732,2013-08-14,Wednesday,5,8,2013,,,0,0,1,37490.392857142855
d_930,37643,2013-08-15,Thursday,6,8,2013,,,0,1,1,37623.32142857143
d_931,38025,2013-08-16,Friday,7,8,2013,,,0,0,0,37688.71428571428
d_932,44431,2013-08-17,Saturday,1,8,2013,,,0,0,0,37792.42857142857
d_933,44894,2013-08-18,Sunday,2,8,2013,,,0,0,0,37894.392857142855
d_934,35237,2013-08-19,Monday,3,8,2013,,,0,0,0,38002.75
d_935,31625,2013-08-20,Tuesday,4,8,2013,,,0,0,0,38014.21428571428
d_936,32633,2013-08-21,Wednesday,5,8,2013,,,0,0,0,38055.82142857143
d_937,31793,2013-08-22,Thursday,6,8,2013,,,0,0,0,38055.0
d_938,37113,2013-08-23,Friday,7,8,2013,,,0,0,0,38064.642857142855
d_939,44836,2013-08-24,Saturday,1,8,2013,,,0,0,0,38177.642857142855
d_940,48577,2013-08-25,Sunday,2,8,2013,,,0,0,0,38466.82142857143
d_941,34200,2013-08-26,Monday,3,8,2013,,,0,0,0,38553.857142857145
d_942,32963,2013-08-27,Tuesday,4,8,2013,,,0,0,0,38653.892857142855
d_943,32456,2013-08-28,Wednesday,5,8,2013,,,0,0,0,38696.78571428572
d_944,31710,2013-08-29,Thursday,6,8,2013,,,0,0,0,38496.82142857143
d_945,41621,2013-08-30,Friday,7,8,2013,,,0,0,0,38495.32142857143
d_946,47972,2013-08-31,Saturday,1,8,2013,,,0,0,0,38526.28571428572
d_947,44741,2013-09-01,Sunday,2,9,2013,,,1,1,0,38537.07142857143
d_948,47072,2013-09-02,Monday,3,9,2013,LaborDay,National,1,0,1,38820.03571428572
d_949,37799,2013-09-03,Tuesday,4,9,2013,,,1,1,1,38859.5
d_950,33328,2013-09-04,Wednesday,5,9,2013,,,1,0,0,38796.96428571428
d_951,35425,2013-09-05,Thursday,6,9,2013,,,1,1,1,38816.21428571428
d_952,38684,2013-09-06,Friday,7,9,2013,,,1,1,1,38744.25
d_953,47600,2013-09-07,Saturday,1,9,2013,,,1,1,0,38840.25
d_954,51740,2013-09-08,Sunday,2,9,2013,,,1,0,1,38990.96428571428
d_955,39765,2013-09-09,Monday,3,9,2013,,,1,1,1,39027.107142857145
d_956,34663,2013-09-10,Tuesday,4,9,2013,,,1,0,0,39009.92857142857
d_957,36195,2013-09-11,Wednesday,5,9,2013,,,0,1,1,39097.892857142855
d_958,36767,2013-09-12,Thursday,6,9,2013,,,0,1,1,39066.607142857145
d_959,40971,2013-09-13,Friday,7,9,2013,,,0,1,0,39171.82142857143
d_960,49166,2013-09-14,Saturday,1,9,2013,,,0,0,1,39340.92857142857
d_961,50970,2013-09-15,Sunday,2,9,2013,,,0,1,1,39557.92857142857
d_962,36775,2013-09-16,Monday,3,9,2013,,,0,0,0,39612.857142857145
d_963,32571,2013-09-17,Tuesday,4,9,2013,,,0,0,0,39646.642857142855
d_964,31281,2013-09-18,Wednesday,5,9,2013,,,0,0,0,39598.357142857145
d_965,30823,2013-09-19,Thursday,6,9,2013,,,0,0,0,39563.71428571428
d_966,36281,2013-09-20,Friday,7,9,2013,,,0,0,0,39534.0
d_967,46001,2013-09-21,Saturday,1,9,2013,,,0,0,0,39575.607142857145
d_968,46210,2013-09-22,Sunday,2,9,2013,,,0,0,0,39491.07142857143
d_969,32784,2013-09-23,Monday,3,9,2013,,,0,0,0,39440.5
d_970,31064,2013-09-24,Tuesday,4,9,2013,,,0,0,0,39372.67857142857
d_971,29959,2013-09-25,Wednesday,5,9,2013,,,0,0,0,39283.5
d_972,30648,2013-09-26,Thursday,6,9,2013,,,0,0,0,39245.57142857143
d_973,35502,2013-09-27,Friday,7,9,2013,,,0,0,0,39027.03571428572
d_974,44441,2013-09-28,Saturday,1,9,2013,,,0,0,0,38900.92857142857
d_975,44396,2013-09-29,Sunday,2,9,2013,,,0,0,0,38888.607142857145
d_976,32893,2013-09-30,Monday,3,9,2013,,,0,0,0,38382.21428571428
d_977,36730,2013-10-01,Tuesday,4,10,2013,,,1,1,0,38344.03571428572
d_978,33900,2013-10-02,Wednesday,5,10,2013,,,1,0,1,38364.46428571428
d_979,37215,2013-10-03,Thursday,6,10,2013,,,1,1,1,38428.392857142855
d_980,37334,2013-10-04,Friday,7,10,2013,,,1,0,0,38380.17857142857
d_981,48777,2013-10-05,Saturday,1,10,2013,,,1,1,1,38422.21428571428
d_982,49888,2013-10-06,Sunday,2,10,2013,,,1,1,1,38356.07142857143
d_983,37003,2013-10-07,Monday,3,10,2013,,,1,1,0,38257.42857142857
d_984,34544,2013-10-08,Tuesday,4,10,2013,,,1,0,1,38253.17857142857
d_985,34746,2013-10-09,Wednesday,5,10,2013,,,1,1,1,38201.42857142857
d_986,34019,2013-10-10,Thursday,6,10,2013,,,1,0,0,38103.28571428572
d_987,38093,2013-10-11,Friday,7,10,2013,,,0,1,1,38000.5
d_988,46581,2013-10-12,Saturday,1,10,2013,,,0,1,1,37908.17857142857
d_989,46343,2013-10-13,Sunday,2,10,2013,,,0,1,0,37742.92857142857
d_990,36836,2013-10-14,Monday,3,10,2013,ColumbusDay,National,0,0,1,37745.107142857145
